,token,surprisal,entropy,KL,PE,predictions
40,eten,1.2567676305770874,3.119691848754883,8.106910705566406,0.40284992605237047,hadden
41,hadden,1.2327983379364014,3.1154608726501465,3.48818302154541,0.39570336086029206,.
42,",",1.9437832832336426,2.411426544189453,3.117987632751465,0.806071944392153,en
43,en,1.9355764389038086,4.711304664611816,0.987373948097229,0.4108366103857749,de
44,honger,6.697890281677246,5.236423969268799,2.3689565658569336,1.2790962536619286,was
45,moesten,5.156761646270752,5.033210277557373,2.4426426887512207,1.0245472296804852,worden
46,lijden,3.2371132373809814,5.684500694274902,2.1993870735168457,0.5694630736242522,.
47,.,0.5927668809890747,2.3146989345550537,6.20616340637207,0.2560881124278999,Ċ
48,</s>,0.004021793603897095,0.031955935060977936,7.781591415405273,0.12585435526210564,De
49,<s>,,,,,de
50,Toen,8.823287010192871,8.094545364379883,1.9928892850875854,1.0900287308314833,de
51,zeiden,8.415592193603516,5.1391282081604,0.9426037073135376,1.6375524899807776,ze
52,zij,2.5339131355285645,2.7476954460144043,4.238734722137451,0.9221957765385039,:
53,:,1.4640346765518188,4.033251762390137,3.619302272796631,0.3629911453095654,'
54,zo,7.10947322845459,2.773284912109375,4.7569427490234375,2.56355674002751,'
55,kan,5.238783359527588,4.949682712554932,4.129870414733887,1.0584079149637913,het
56,het,1.0095624923706055,2.9336676597595215,2.6350371837615967,0.3441298093231737,niet
57,niet,1.3564348220825195,4.4998931884765625,1.686865210533142,0.30143711534222883,.
58,blijven,6.334251403808594,3.260772228240967,0.3829261064529419,1.942561749314709,.
59,.,0.980225682258606,2.764923095703125,7.185721397399902,0.3545218613067185,Ċ
60,</s>,0.0017339710611850023,0.015916863456368446,8.468490600585938,0.10893924333385097,De
61,<s>,,,,,de
62,Wij,8.983702659606934,8.099201202392578,3.7172203063964844,1.1092084805786855,hebben
63,zullen,3.606313943862915,4.979793548583984,3.8031070232391357,0.7241894485542234,het
64,de,2.532179832458496,4.495290756225586,4.4148969650268555,0.5632961180434541,mensen
65,wereld,3.6941161155700684,7.267663955688477,5.091282844543457,0.5082948438581347,niet
66,in,3.394645929336548,5.123250961303711,3.474738597869873,0.6625960654624489,de
67,moeten,6.299178600311279,4.851054668426514,4.968822956085205,1.2985173391901763,gaan
68,en,4.432068347930908,4.879681587219238,3.778791666030884,0.9082699903082386,de
69,ons,4.212331771850586,5.299424648284912,2.1856274604797363,0.7948658677907329,land
70,geluk,4.907536029815674,6.066271781921387,1.7908244132995605,0.8089871681056295,niet
71,zoeken,5.549935817718506,5.312953472137451,3.348858118057251,1.044604634093608,.
72,.,0.7693420648574829,2.6294784545898438,5.444699764251709,0.29258352108364694,
73,</s>,0.0014592321822419763,0.013381934724748135,8.965428352355957,0.10904493350601371,Ċ
74,<s>,,,,,de
75,En,6.078083038330078,8.107157707214355,2.500149726867676,0.749718120435889,dat
76,zij,5.044106960296631,4.650265693664551,4.169114112854004,1.084692207408416,zullen
77,trokken,5.245960235595703,5.532711029052734,3.582935094833374,0.9481717386013333,zich
78,weg,5.522316932678223,4.579156398773193,2.89245867729187,1.2059681853534665,.
79,.,1.3595294952392578,3.1887755393981934,5.991991996765137,0.42634844580369463,Ċ
80,</s>,0.0008253284031525254,0.008268628269433975,9.640090942382812,0.09981442825328787,De
81,<s>,,,,,de
82,Op,6.478119373321533,8.110082626342773,2.2726216316223145,0.7987735355839191,de
83,verre,10.188737869262695,4.455570220947266,5.491404056549072,2.286741620940393,reizen
84,wegen,6.020932674407959,5.4970316886901855,3.568328380584717,1.0953061607404717,","
85,waren,3.405444383621216,5.808584213256836,2.6753718852996826,0.5862778705780018,ze
86,zij,3.2228846549987793,4.208037376403809,1.4283747673034668,0.7658878395593194,de
87,al,3.9906551837921143,5.624024391174316,1.1841528415679932,0.709572879885546,in
88,gegaan,8.3953275680542,5.731221675872803,3.897212266921997,1.4648408389779624,.
89,.,0.987133800983429,2.7122840881347656,6.03068733215332,0.363949265234336,Ċ
90,</s>,0.0004816022701561451,0.0051659950986504555,10.14024543762207,0.09322546014067203,De
91,<s>,,,,,de
92,En,6.045366287231445,8.116292953491211,2.4256372451782227,0.7448432827490585,nu
93,veel,6.703458786010742,4.750129222869873,3.451935291290283,1.4112160893931915,meer
94,grassprietjes,16.21683945506811,4.94219970703125,0.987128496170044,3.2812999102396594,.
95,hadden,4.300861358642578,4.940616607666016,5.27197790145874,0.8705110515900438,ze
96,zij,3.2088241577148438,3.3989968299865723,1.6815093755722046,0.9440503531530273,niet
97,al,4.029510021209717,5.392512321472168,0.9461941719055176,0.74724169014224,een
98,plat,8.956414222717285,5.976125717163086,5.490545272827148,1.4986990981456403,gegooid
99,getreden,16.064498901367188,3.795605182647705,1.8278706073760986,4.232394605953472,.
100,.,0.72486811876297,2.250983715057373,6.7537336349487305,0.322022817808122,
101,</s>,0.00039615132845938206,0.004388418979942799,10.364744186401367,0.09027199323263928,De
102,<s>,,,,,de
103,Maar,6.7378387451171875,8.117714881896973,2.1455790996551514,0.8300166787260541,nu
104,het,2.474956512451172,4.759753227233887,4.474573612213135,0.5199758042686351,was
105,geluk,6.458857536315918,5.233503818511963,2.762342929840088,1.2341363950991362,van
106,hadden,4.648426055908203,4.033343315124512,6.775485515594482,1.1524994756774638,ze
107,zij,1.3933125734329224,2.255934238433838,2.9546966552734375,0.6176210944873185,niet
108,nog,3.5232648849487305,4.55470085144043,1.0520694255828857,0.7735447397899894,niet
109,niet,0.9483234882354736,2.964151382446289,3.804515838623047,0.31993085570846597,.
110,ontmoet,8.132189750671387,4.197653770446777,1.1005915403366089,1.9373178912289941,.
111,.,0.6132466197013855,2.1484689712524414,5.3770036697387695,0.2854342454589399,Ċ
112,</s>,0.0005118965054862201,0.005457982886582613,10.094995498657227,0.09378858749165701,De
113,<s>,,,,,de
114,Op,6.487533092498779,8.119695663452148,2.224440813064575,0.7989872233389296,de
115,een,1.9926798343658447,4.168498992919922,4.349348068237305,0.4780329412938219,dag
116,dag,1.5860652923583984,5.409431457519531,6.739818572998047,0.2932036952152604,was
117,gebeurde,6.523073196411133,5.2159013748168945,4.716820240020752,1.2506128332689432,er
118,het,1.3570101261138916,2.5007400512695312,2.761786937713623,0.5426434168657349,.
119,",",3.1667778491973877,4.339836120605469,2.238273859024048,0.729699869117541,en
120,dat,3.0419609546661377,5.285336017608643,1.3994262218475342,0.5755473151624666,was
121,zij,4.208176612854004,5.494370460510254,1.3128893375396729,0.7659069666123672,zich
122,in,2.9758684635162354,5.4809346199035645,2.2516438961029053,0.5429490898704782,de
123,een,2.320159435272217,4.673771858215332,4.178187370300293,0.49642120019058095,van
124,groot,4.9730448722839355,7.195821762084961,2.1865181922912598,0.6911017305191027,deel
125,bos,3.6125481128692627,4.780211448669434,4.756777286529541,0.7557297729737062,in
126,kwamen,4.684609889984131,5.596385955810547,2.137725591659546,0.8370777010331555,","
127,.,1.4589004516601562,3.5004284381866455,6.864636421203613,0.4167776823387716,Ċ
128,</s>,0.000390188506571576,0.0043587107211351395,10.338034629821777,0.08951924812985965,De
129,<s>,,,,,de
130,En,6.048680305480957,8.12950325012207,2.3905117511749268,0.7440405790341657,nu
131,midden,8.873102188110352,4.703079700469971,3.1875619888305664,1.8866578398030716,in
132,daarin,10.77521800994873,1.4143285751342773,6.838010311126709,7.6186101301995715,was
133,was,2.2852747440338135,5.361403465270996,3.1306064128875732,0.4262456199830696,het
134,een,2.6165571212768555,3.932605743408203,4.3960442543029785,0.6653494634346969,groot
135,berg,5.962815761566162,7.404672622680664,4.603404998779297,0.8052774329687359,van
136,.,2.822756052017212,5.538442611694336,6.98948335647583,0.509666028868297,
137,</s>,0.00035459129139781,0.004016468767076731,10.504765510559082,0.08828433929436201,De
138,<s>,,,,,de
139,En,6.0411057472229,8.135541915893555,2.2748231887817383,0.7425572641228761,nu
140,dichterbij,9.983599662780762,4.827603340148926,4.527691841125488,2.0680240192378316,kwam
141,gekomen,3.705578565597534,3.7923460006713867,1.4977465867996216,0.977120380087025,was
142,zagen,6.229031562805176,3.714184522628784,6.115478515625,1.677092649774024,ze
143,zij,1.1820554733276367,1.6361004114151,3.7975735664367676,0.7224834521649257,de
144,dat,2.5236432552337646,4.380802154541016,1.1060824394226074,0.576068757777118,het
145,de,1.89903724193573,3.9308135509490967,3.524120569229126,0.48311557323221466,mensen
146,berg,5.610381126403809,7.406273365020752,4.320075035095215,0.7575174247417329,een
147,helemaal,6.646140098571777,6.5911173820495605,1.9030238389968872,1.008348010410506,niet
148,van,5.044442653656006,4.573605537414551,3.6176822185516357,1.1029465948450854,de
149,zilver,6.3139848709106445,4.869207382202148,4.69007682800293,1.2967171811144098,en
150,was,2.6046202182769775,5.161679267883301,2.3980631828308105,0.5046071410293339,.
151,.,1.285496711730957,3.7392072677612305,8.166715621948242,0.34378856791766466,
152,</s>,0.0003210821596439928,0.0036120093427598476,10.779518127441406,0.08889294826647978,En
153,<s>,,,,,de
154,Toen,8.817668914794922,8.131196022033691,2.432313919067383,1.0844245902941025,ze
155,zei,4.814679145812988,5.004710674285889,0.8770209550857544,0.962029467667476,ze
156,de,2.655052661895752,3.8326029777526855,4.744808673858643,0.6927544223358583,man
157,oudste,5.007401943206787,6.99888277053833,3.04771089553833,0.7154573247440799,van
158,:,5.962159156799316,4.933383941650391,5.526600360870361,1.20853337735655,'
159,nu,7.016953468322754,2.2356557846069336,3.974127769470215,3.138655564347735,is
160,heb,4.520504951477051,5.329771041870117,3.425978660583496,0.8481611904084514,ik
161,ik,0.21773187816143036,0.6934126615524292,5.487514019012451,0.3140004361529351,het
162,het,1.9568754434585571,4.744096755981445,1.856088638305664,0.4124864108202035,niet
163,verlangde,14.706414222717285,5.864731788635254,2.7011306285858154,2.507602180753696,.
164,geluk,9.534072875976562,3.2858519554138184,1.2686516046524048,2.901552780023483,.
165,gevonden,6.530224800109863,3.9412286281585693,0.5936846733093262,1.6569007830334703,.
166,",",1.7074979543685913,2.5096282958984375,2.7620272636413574,0.680378826282445,dat
167,en,2.6629536151885986,5.0789713859558105,0.5965830087661743,0.5243096313856193,ik
168,heb,6.331699848175049,4.608221054077148,1.5048325061798096,1.3740008940267836,ik
169,niets,8.345943450927734,1.2037694454193115,6.013367652893066,6.933174357171505,meer
170,verder,6.910726070404053,3.755481004714966,1.1707119941711426,1.8401706896474008,te
171,nodig,3.6044065952301025,4.218013763427734,1.5064183473587036,0.8545269876741728,.
172,.,0.7632617354393005,2.8316831588745117,5.886878490447998,0.2695434808965946,
173,</s>,0.00041666364995762706,0.004510753322392702,10.585020065307617,0.09237118950601589,En
174,<s>,,,,,de
175,Hij,7.0491228103637695,8.128331184387207,3.775744915008545,0.8672287890906356,was
176,nam,4.630104064941406,5.04548454284668,6.572098731994629,0.9176728271828349,het
177,zoveel,8.881731033325195,4.385782241821289,3.45102858543396,2.0251190195062825,tijd
178,zilver,8.352385520935059,5.158707141876221,2.578421115875244,1.6190850325915764,als
179,van,3.8804759979248047,4.330491065979004,4.128978729248047,0.8960822084152105,de
180,de,1.5849502086639404,4.406407356262207,3.2938618659973145,0.35969216654730607,wereld
181,berg,4.75927209854126,7.027503967285156,4.702840805053711,0.6772350639283733,","
182,als,4.27161169052124,5.133642196655273,4.141148567199707,0.8320820826399485,hij
183,hij,1.3192888498306274,3.313491106033325,3.30324125289917,0.3981567499693656,kon
184,maar,4.63342809677124,4.25216007232666,2.124199151992798,1.0896645511832674,eens
185,dragen,12.161877632141113,4.682947158813477,3.0911717414855957,2.5970563450095776,.
186,kon,5.987913131713867,3.0370032787323,2.3658595085144043,1.9716518495868502,.
187,",",1.9558724164962769,4.386924743652344,2.9332687854766846,0.44584134234951817,en
188,keerde,8.38444995880127,4.770387649536133,3.167940139770508,1.7576034852464377,zich
189,om,4.959989070892334,3.26414155960083,3.251234769821167,1.5195385924067852,en
190,",",1.9103611707687378,2.860659599304199,3.1755192279815674,0.6678044361633928,en
191,en,2.209660530090332,5.662431240081787,0.5488356947898865,0.390231763778277,hij
192,ging,3.9964711666107178,5.902122497558594,1.9402720928192139,0.6771244019865487,naar
193,weer,3.2792418003082275,4.657517433166504,0.4917428493499756,0.7040750458509333,naar
194,naar,1.4214893579483032,3.3355765342712402,4.2384819984436035,0.426160018618452,de
195,huis,1.9915401935577393,3.631474733352661,7.791235446929932,0.5484108632966044,.
196,.,0.39586731791496277,1.7234337329864502,6.257665157318115,0.22969686059758418,Ċ
197,</s>,0.0005103459698148072,0.005398350302129984,10.61184310913086,0.09453739406526547,En
198,<s>,,,,,de
199,Maar,6.766006946563721,8.120301246643066,2.2615442276000977,0.8332211750593352,hij
200,de,2.925110340118408,4.626143932342529,4.553893566131592,0.6322998987706003,eerste
201,beide,7.133599758148193,7.245547771453857,2.522773265838623,0.9845494064994342,mannen
202,anderen,4.8737359046936035,5.910572052001953,2.210115909576416,0.8245793912693838,waren
203,zeiden,4.484723091125488,5.391610145568848,3.647339344024658,0.8317966191994252,:
204,:,1.4711705446243286,3.434927225112915,3.0469517707824707,0.42829744218990473,'
205,wij,4.408374786376953,4.876404762268066,4.501065254211426,0.9040215079124343,zijn
206,verlangen,9.794574737548828,4.477909564971924,3.509324789047241,2.1873096353186936,naar
207,van,5.866155624389648,4.463047504425049,1.506239414215088,1.3143834159446965,de
208,het,2.620225191116333,4.801326274871826,3.910630702972412,0.5457294591349723,leven
209,geluk,4.8689069747924805,6.534357070922852,3.2781543731689453,0.7451241066177061,.
210,nog,4.838327407836914,4.923227787017822,2.8818483352661133,0.9827551389345047,meer
211,iets,3.5749857425689697,3.849364757537842,2.0125045776367188,0.9287209624830741,te
212,meer,2.161306381225586,4.085044860839844,1.2796854972839355,0.5290777592051322,.
213,dan,2.74369740486145,4.134061813354492,3.5652244091033936,0.6636807887096245,ooit
214,enkel,10.224757194519043,4.598471641540527,1.2235190868377686,2.223512069130356,de
215,zilver,6.836801052093506,5.362388610839844,1.7673521041870117,1.2749544183114963,.
216,.,1.275107502937317,3.6520657539367676,7.280211448669434,0.3491469181689313,
217,</s>,0.0005883516860194504,0.006226442288607359,10.37891960144043,0.09449243384074543,En
218,<s>,,,,,de
219,En,6.060581684112549,8.115331649780273,2.5325541496276855,0.7468064086175261,nu
220,zij,3.688051223754883,4.640728950500488,3.5512962341308594,0.7947137751617961,waren
221,raakten,7.901507377624512,5.590640068054199,3.0093696117401123,1.4133457495815145,de
222,het,3.624500274658203,5.478668689727783,1.2311594486236572,0.6615658803121187,niet
223,niet,2.5579259395599365,5.9624128341674805,1.579482913017273,0.4290085256931214,.
224,aan,3.95279598236084,4.127989768981934,3.0922369956970215,0.957559539527565,de
225,en,5.0336103439331055,4.191677093505859,5.333224773406982,1.2008583275013356,gingen
226,gingen,2.5965492725372314,5.877620697021484,1.6566904783248901,0.4417687711377916,naar
227,verder,3.8158276081085205,4.937333106994629,2.3754162788391113,0.7728519679384621,.
228,.,1.0414212942123413,3.4603075981140137,6.317564010620117,0.30096205747140853,Ċ
229,</s>,0.0006369592156261206,0.006754383444786072,10.369537353515625,0.09430308788847487,En
230,<s>,,,,,de
231,Toen,8.813148498535156,8.119837760925293,2.5879769325256348,1.0853848017686079,ik
232,zij,3.341825008392334,5.098400115966797,2.3347694873809814,0.6554654268751192,de
233,weer,3.528526544570923,5.243770599365234,0.9183790683746338,0.6728987238682897,terug
234,een,3.6096014976501465,4.864325046539307,5.437342166900635,0.7420559816861282,paar
235,paar,2.6452038288116455,6.462343692779541,5.82874870300293,0.40932577321245933,dagen
236,dagen,1.0169098377227783,3.2658371925354004,6.624143123626709,0.311377995218834,later
237,gelopen,11.716131210327148,3.236255645751953,2.547942638397217,3.6202737029462555,","
238,hadden,2.7405519485473633,4.2382965087890625,2.2578752040863037,0.64661638062939,","
239,",",0.9554116725921631,3.3595831394195557,3.2047200202941895,0.2843839943658106,was
240,kwamen,3.6859958171844482,5.605256080627441,4.179676055908203,0.6575963281898524,ze
241,zij,1.2853760719299316,2.437208652496338,2.9776558876037598,0.5273968113535831,terug
242,aan,3.8877742290496826,4.7821855545043945,2.2213733196258545,0.8129701754018608,het
243,een,3.1409268379211426,3.147585868835449,4.667758941650391,0.9978844005559186,andere
244,berg,4.775834083557129,7.162996768951416,4.566214561462402,0.6667368753059285,.
245,",",2.6853654384613037,5.297935485839844,1.8564751148223877,0.5068701658671881,en
246,die,2.6256725788116455,5.161656856536865,1.261394739151001,0.5086879371855998,in
247,helemaal,5.945638656616211,5.567056179046631,1.340224027633667,1.0680040699058317,niet
248,van,3.1521785259246826,5.078335285186768,4.2949371337890625,0.6207109906900828,goud
249,goud,1.4536062479019165,3.8462677001953125,5.565804481506348,0.377926437056917,en
250,was,2.7683119773864746,4.647769927978516,1.257245421409607,0.5956215605083779,.
251,.,0.9349506497383118,3.084496021270752,7.135390281677246,0.30311293750773927,
252,</s>,0.0006166212842799723,0.0066466378048062325,10.25218391418457,0.09277191000750619,En
253,<s>,,,,,de
254,De,4.506862640380859,8.118938446044922,2.555206298828125,0.5551049155418025,eerste
255,tweede,5.667809963226318,7.249782562255859,2.526601552963257,0.781790338476401,dag
256,broeder,6.602374076843262,5.955309867858887,2.5564310550689697,1.1086533233940712,van
257,bleef,6.054443359375,5.783187389373779,3.59132981300354,1.0469042332087726,in
258,staan,3.1643295288085938,5.426905155181885,2.56131649017334,0.5830817820331964,en
259,en,1.279245376586914,2.841599225997925,4.8979034423828125,0.45018501021644364,zei
260,weifelde,10.496072635054588,0.9523853063583374,8.61844253540039,11.020825883159326,.
261,.,2.3011651039123535,4.582815647125244,5.861706733703613,0.5021291016486452,Ċ
262,</s>,0.0008153065573424101,0.008366904221475124,10.252431869506836,0.09744423215097683,De
263,<s>,,,,,de
264,Wat,6.832054615020752,8.127165794372559,2.391770601272583,0.8406441787801878,een
265,zal,5.471558570861816,4.954034328460693,1.9789209365844727,1.1044652111972602,ik
266,ik,1.0531935691833496,3.112995147705078,2.7489030361175537,0.33832162249265674,zeggen
267,doen,3.0229034423828125,4.425233364105225,3.283620834350586,0.683105995471956,?
268,?,1.0269711017608643,2.559727668762207,5.938666343688965,0.4012032663839864,
269,</s>,0.0011363523080945015,0.01080466527491808,9.875621795654297,0.10517237500475157,En
270,<s>,,,,,de
271,dacht,8.869945526123047,8.12962818145752,2.603710651397705,1.0910641087318214,ik
272,hij,1.7882459163665771,4.402240753173828,2.183297634124756,0.40621265774193016,.
273,.,1.51986563205719,3.773709535598755,6.776930809020996,0.4027510908615919,Ċ
274,</s>,0.0010952985612675548,0.010618944652378559,9.958451271057129,0.10314570770667089,En
275,<s>,,,,,de
276,Zou,9.490452766418457,8.129471778869629,3.434629440307617,1.1674132126377916,hij
277,ik,1.9033207893371582,3.168328285217285,1.9827840328216553,0.6007334524700706,het
278,van,4.962368965148926,4.958005905151367,2.122478723526001,1.0008800029852778,de
279,het,2.9539990425109863,4.656295299530029,4.217463493347168,0.634409729728512,leven
280,goud,4.847683429718018,6.942660808563232,3.299015998840332,0.6982457538093719,zijn
281,zoveel,8.234439849853516,5.953868389129639,3.2213337421417236,1.3830402877039847,mogelijk
282,nemen,9.574933052062988,5.950776100158691,3.0438101291656494,1.6090225696456049,?
283,dat,3.163090705871582,2.5897154808044434,5.5633320808410645,1.2214047177449128,ik
284,ik,0.9160664081573486,2.678023338317871,2.4500620365142822,0.3420681198143521,niet
285,voor,5.323060989379883,4.961365699768066,1.3424968719482422,1.0729023642882694,de
286,mijn,3.150071620941162,4.057016372680664,4.639137268066406,0.7764503101720932,leven
287,leven,2.858794927597046,6.079776763916016,4.084909439086914,0.47021379873093916,niet
288,genoeg,6.936101913452148,5.582242965698242,2.037067413330078,1.2425295631295694,van
289,heb,3.4530603885650635,5.605173110961914,2.594778060913086,0.6160488392074794,om
290,?,2.4995501041412354,4.62092399597168,7.157443046569824,0.5409199775456671,
291,</s>,0.00096379459137097,0.009516003541648388,9.98124885559082,0.10128144521518526,En
292,<s>,,,,,de
293,Of,8.641768455505371,8.116610527038574,2.3909435272216797,1.064701629666393,ik
294,zou,2.723004102706909,5.234249114990234,1.6842585802078247,0.5202282204927094,ik
295,ik,0.5220781564712524,1.9359686374664307,2.8560941219329834,0.2696728378588236,het
296,verder,6.480961322784424,5.005125522613525,1.3916733264923096,1.294864892699087,gaan
297,gaan,2.3381714820861816,5.059973239898682,1.5489051342010498,0.46209166950712965,?
298,?,1.5098830461502075,4.25263786315918,6.9648919105529785,0.3550462312416493,
299,</s>,0.0008083868306130171,0.00805436447262764,10.27515697479248,0.10036630864673182,Ik
300,<s>,,,,,de
301,Eindelijk,8.970626831054688,8.118650436401367,2.4504075050354004,1.1049406427000894,was
302,nam,7.287718772888184,5.184141159057617,5.053776264190674,1.405771669653563,hij
303,hij,0.9274664521217346,2.7070975303649902,2.007899761199951,0.3426054812279656,de
304,een,2.3395442962646484,4.335175514221191,4.8791728019714355,0.5396654157576696,besluit
305,besluit,2.902329921722412,6.448971748352051,6.104931354522705,0.45004537699580777,.
306,",",2.18342924118042,2.537825345993042,3.068215847015381,0.8603544151010328,en
307,vulde,9.303903579711914,4.967860221862793,2.2638797760009766,1.8728191141060808,hij
308,zijn,2.661482810974121,3.448421001434326,6.011905670166016,0.7717975299034288,handen
309,zakken,6.591167449951172,5.76945161819458,4.903632640838623,1.1424252920615927,van
310,met,2.1091525554656982,4.2306013107299805,3.002434730529785,0.49854675507150753,goud
311,wat,5.303781032562256,6.221151351928711,1.8485429286956787,0.8525401059271693,hij
312,er,3.80380916595459,5.9871625900268555,2.1815619468688965,0.6353275209680798,in
313,in,2.19394850730896,4.6689934730529785,3.717276096343994,0.46989753144254726,de
314,kon,7.830235958099365,3.9064736366271973,5.016922950744629,2.0044256499475313,worden
315,",",2.415386915206909,3.3951427936553955,3.1612820625305176,0.7114242498785661,en
316,nam,6.402092456817627,4.880438804626465,2.364133358001709,1.3117862374892795,hij
317,afscheid,4.032127380371094,3.0686113834381104,5.272369384765625,1.3139908826947804,van
318,van,0.5033193826675415,1.7651171684265137,5.240787029266357,0.28514785968356865,de
319,zijn,1.7515919208526611,3.9538302421569824,4.090485572814941,0.4430114126237988,vrouw
320,broer,4.754482746124268,6.340583324432373,4.348115921020508,0.749849422813145,en
321,en,1.4498608112335205,3.745694875717163,5.210775375366211,0.3870739233547221,zei
322,ging,3.112703561782837,5.666921138763428,3.237733840942383,0.5492759623018252,naar
323,naar,1.9217145442962646,4.448445796966553,3.462057113647461,0.4319968438430124,de
324,huis,1.6564056873321533,3.3094844818115234,8.273833274841309,0.5005026300729113,.
325,.,0.4230910539627075,1.8178880214691162,5.502201557159424,0.2327376873415937,Ċ
326,</s>,0.00045399239752441645,0.00496512558311224,10.883856773376465,0.0914362365915919,En
327,<s>,,,,,de
328,Maar,6.720412254333496,8.118431091308594,2.4044456481933594,0.8277969202113713,hij
329,de,3.1349451541900635,4.53572940826416,4.772393703460693,0.6911667059499077,volgende
330,derde,5.620100975036621,7.130314826965332,3.7906432151794434,0.7881981527355,keer
331,sprak,7.190330505371094,5.318755149841309,4.932433128356934,1.3518822173240341,hij
332,:,5.289850234985352,3.737827777862549,3.485534906387329,1.415220429982014,'
333,Goud,13.129987716674805,4.206669330596924,5.086319923400879,3.121231236592506,","
334,en,2.838714122772217,5.47350549697876,5.229491233825684,0.5186281669652323,zilver
335,zilver,2.013807773590088,6.1722307205200195,4.733795166015625,0.3262690370428054,.
336,trekken,8.525395393371582,5.644427299499512,2.1969316005706787,1.5104092835295309,d
337,mij,5.18808650970459,4.550041198730469,1.516971468925476,1.1402284689536757,niet
338,niet,1.701322078704834,4.806832790374756,1.7055679559707642,0.3539382693135439,.
339,.,1.3038804531097412,3.8041129112243652,6.879557132720947,0.34275545535531526,Ċ
340,</s>,0.000769314996432513,0.008065016940236092,10.290375709533691,0.09538913583608573,Ċ
341,<s>,,,,,de
342,Ik,6.406004905700684,8.121103286743164,4.1974992752075195,0.7888096825658903,heb
343,zie,5.042718410491943,4.627554893493652,5.663633346557617,1.0897155250566581,je
344,niet,3.5279645919799805,4.139277458190918,2.191876173019409,0.8523141122126872,dat
345,af,6.92880392074585,4.080801963806152,2.1017954349517822,1.6979025157798577,.
346,van,3.2657432556152344,3.624187469482422,3.5748801231384277,0.901096668733205,de
347,het,2.297822952270508,4.744214057922363,3.5995335578918457,0.48434217432355803,feit
348,geluk,5.1650238037109375,6.954311370849609,3.8897616863250732,0.742708160201335,dat
349,.,1.9918668270111084,3.315347194671631,5.938047409057617,0.6008018798792484,Ċ
350,</s>,0.000769672857131809,0.007967343553900719,10.10334300994873,0.09660344780224597,Ċ
